user_id,action_date,action_name,error_message,device,type_of_purchase
163914,2022-09-10,checkout_monthly_completepayment.click.fail,"month field is required",desktop,"monthly package"
163918,2022-09-11,checkout_quarterly_completepayment.click.fail,"number field is required",desktop,"quarterly package"
164133,2022-07-29,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",mobile,"annual package"
164257,2022-11-27,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
164326,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
165076,2023-01-03,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
165374,2023-01-31,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
165815,2022-11-28,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
166225,2022-11-27,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
166837,2022-07-04,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
167101,2022-09-26,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
167169,2022-11-28,checkout_annual_completepayment.click.fail,"firstName field is required",desktop,"annual package"
167392,2022-08-31,checkout_monthly_completepayment.click.fail,"Your card has insufficient funds.",desktop,"monthly package"
167551,2022-11-24,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
167554,2022-10-05,checkout_annual_completepayment.click.fail,"month field is required",mobile,"annual package"
167574,2022-11-28,checkout_annual_completepayment.click.fail,"month field is required",desktop,"annual package"
168059,2022-12-12,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
168223,2022-10-20,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
168573,2022-12-18,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
168955,2022-12-19,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
169537,2023-01-18,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
170743,2022-09-21,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
170750,2022-09-17,checkout_monthly_completepayment.click.fail,"number field is required",desktop,"monthly package"
171006,2022-10-27,checkout_lifetime_completepayment.click.success,NULL,desktop,"lifetime package"
171311,2022-12-22,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
171448,2022-09-27,checkout_lifetime_completepayment.click.fail,"year field is required",desktop,"lifetime package"
171697,2023-01-23,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
171887,2022-07-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
172064,2022-09-15,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
172173,2022-11-29,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
172246,2023-01-04,checkout_monthly_completepayment.click.fail,"lastName field is required",desktop,"monthly package"
172289,2022-10-10,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
172440,2022-12-02,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
172487,2022-10-18,checkout_monthly_completepayment.click.fail,"month field is required",desktop,"monthly package"
172564,2022-11-25,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
172599,2022-09-27,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
172788,2022-09-08,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop,"annual package"
172867,2022-09-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
172869,2022-07-15,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
172870,2022-09-20,checkout_lifetime_completepayment.click.fail,"number field is required",desktop,"lifetime package"
172887,2022-11-25,checkout_annual_completepayment.click.fail,"Your card does not support this type of purchase.",desktop,"annual package"
173212,2022-11-21,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
173450,2022-09-26,checkout_data-strategy_completepayment.click.success,NULL,desktop,"single course"
173561,2022-11-24,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
173584,2022-11-23,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
174071,2022-12-17,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
174551,2022-11-30,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
174830,2022-09-28,checkout_annual_completepayment.click.fail,"year field is required",mobile,"annual package"
175212,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
175260,2022-11-28,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
175300,2022-11-25,checkout_annual_completepayment.click.fail,"lastName field is required",desktop,"annual package"
175418,2022-08-23,checkout_monthly_completepayment.click.fail,"year field is required",mobile,"monthly package"
175519,2022-09-14,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
175964,2022-11-28,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
176059,2022-11-28,checkout_annual_completepayment.click.fail,"lastName field is required",mobile,"annual package"
176097,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
176127,2022-11-22,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
176396,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
176795,2022-07-31,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
177134,2022-11-27,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
177140,2022-09-25,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
177202,2022-11-30,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
177307,2022-08-20,checkout_quarterly_completepayment.click.fail,"number field is required",desktop,"quarterly package"
177584,2022-08-03,checkout_monthly_completepayment.click.fail,"year field is required",desktop,"monthly package"
177649,2022-07-09,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
177810,2022-07-31,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
178044,2023-01-29,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
178120,2022-11-22,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
178245,2022-08-03,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
178842,2022-09-20,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
179127,2022-12-20,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
179785,2022-11-27,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
179898,2022-07-29,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
180088,2022-12-16,checkout_quarterly_completepayment.click.fail,"number field is required",desktop,"quarterly package"
180153,2022-10-11,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
180288,2022-12-14,checkout_annual_completepayment.click.fail,"Your card was declined.",desktop,"annual package"
180571,2022-07-18,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
180735,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
181213,2022-11-27,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
181233,2022-08-05,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
181440,2022-11-24,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
181512,2022-08-17,checkout_data-strategy_completepayment.click.fail,"year field is required",desktop,"single course"
181618,2022-12-02,checkout_machine-learning-process-a-z_completepayment.click.success,NULL,mobile,"single course"
181830,2022-07-16,checkout_monthly_completepayment.click.fail,"Your card was declined.",desktop,"monthly package"
181902,2022-08-22,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
182052,2022-11-20,checkout_coins_completepayment.click.fail,"number field is required",desktop,"single course"
182131,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
182297,2022-07-26,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
182313,2023-01-21,checkout_annual_completepayment.click.success,NULL,mobile,"annual package"
182512,2022-11-22,checkout_annual_completepayment.click.fail,"year field is required",desktop,"annual package"
182808,2023-01-21,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
182922,2022-07-27,checkout_monthly_completepayment.click.fail,"number field is required",desktop,"monthly package"
183176,2022-12-01,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
183675,2022-11-02,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
183867,2022-11-22,checkout_annual_completepayment.click.fail,"number field is required",mobile,"annual package"
183890,2022-08-11,checkout_monthly_completepayment.click.success,NULL,desktop,"monthly package"
183901,2022-10-02,checkout_annual_completepayment.click.success,NULL,desktop,"annual package"
184529,2023-01-08,checkout_machine-learning-process-a-z_completepayment.click.success,NULL,desktop,"single course"
184533,2022-09-01,checkout_quarterly_completepayment.click.fail,"number field is required",desktop,"quarterly package"
184569,2022-07-19,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
184696,2022-11-30,checkout_annual_completepayment.click.fail,"Your card has insufficient funds.",desktop,"annual package"
185044,2022-11-06,checkout_annual_completepayment.click.fail,"number field is required",desktop,"annual package"
185208,2022-12-31,checkout_annual_completepayment.click.fail,"Your card is not supported.",desktop,"annual package"
